target,listing_type,kitchen_type,building_condition,postcode,double_glazing,bathroom,m2,number_bedrooms
1325,Other,Installed,Renovated,1140,Yes,1.0,55,1
1300,Other,Hyper equipped,Good,1050,Yes,2.0,70,2
4200,Other,Installed,Renovated,1000,Yes,2.0,200,3
2675,Apartment,Installed,Renovated,1000,Yes,2.0,100,2
1950,Apartment,Installed,Good,1050,Yes,2.0,100,3
1201,Apartment,Not installed,Renovated,1160,Yes,1.0,67,1
1425,Apartment,Not installed,Good,1050,Yes,2.0,115,2
1275,Other,Installed,Renovated,,Yes,1.0,94,1
3700,Apartment,Hyper equipped,Renovated,1050,Yes,4.0,232,4
3200,Other,Semi equipped,Renovated,1180,Yes,2.0,185,3
750,Other,Semi equipped,Good,1000,Yes,1.0,128,1
1050,Apartment,Hyper equipped,Renovated,1083,Yes,1.0,90,2
1670,Apartment,Installed,Renovated,1140,Yes,1.0,70,2
3175,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,165,2
2650,Apartment,Hyper equipped,Renovated,1040,Yes,2.0,230,3
1650,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,109,2
4100,Other,Hyper equipped,Renovated,1050,Yes,2.0,128,5
2700,Apartment,Not installed,Good,1050,Yes,2.0,200,3
1150,Apartment,Not installed,Good,1000,Yes,1.0,128,2
2000,Apartment,Hyper equipped,Good,1180,Yes,3.0,168,3
1750,Apartment,Not installed,Good,1050,Yes,1.0,92,2
3000,Apartment,Hyper equipped,Renovated,1190,Yes,3.0,150,3
1450,Apartment,Not installed,Renovated,1000,Yes,2.0,137,2
1500,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,64,1
1500,Other,Hyper equipped,Renovated,1050,Yes,1.0,65,1
725,Other,Not installed,Good,1030,Yes,0.0,128,1
2050,Other,Hyper equipped,Good,1040,Yes,2.0,80,3
725,Other,Not installed,Good,1060,Yes,0.0,128,1
4100,Other,Hyper equipped,Renovated,1050,Yes,2.0,300,5
2150,Other,Not installed,Good,1050,Yes,0.0,165,3
630,Other,Not installed,Good,1210,No,0.0,128,1
1290,Apartment,Hyper equipped,Good,1180,Yes,1.0,70,2
1400,Apartment,Semi equipped,Renovated,1082,Yes,1.0,97,3
1550,Apartment,Hyper equipped,Good,1040,Yes,1.0,128,2
2250,Other,Hyper equipped,Good,1200,Yes,2.0,130,3
960,Apartment,Semi equipped,Good,1080,Yes,1.0,86,2
1350,Apartment,Installed,Renovated,1050,Yes,1.0,55,1
3520,Apartment,Hyper equipped,Good,1150,Yes,3.0,175,3
900,Apartment,Not installed,Good,1140,Yes,1.0,55,2
1500,Other,Not installed,Renovated,1082,Yes,1.0,80,2
1250,Apartment,Not installed,Renovated,1082,Yes,1.0,65,1
1000,Other,Not installed,Renovated,1082,Yes,1.0,42,1
1240,Apartment,Installed,Renovated,1060,Yes,1.0,75,1
1750,Other,Installed,Renovated,1180,Yes,2.0,146,3
1100,Apartment,Installed,Renovated,,Yes,1.0,120,2
1235,Other,Installed,Good,1200,Yes,2.0,85,2
1190,Apartment,Installed,Good,1050,Yes,1.0,70,1
725,Other,Not installed,Renovated,1210,Yes,4.0,128,3
914,Apartment,Not installed,Renovated,1140,Yes,1.0,56,1
4100,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,151,2
2100,Other,Not installed,Good,1000,Yes,0.0,128,2
1650,Other,Hyper equipped,Renovated,1020,Yes,3.0,165,3
5400,Other,Hyper equipped,Renovated,1050,Yes,4.0,240,3
1800,Apartment,Installed,Renovated,1140,Yes,2.0,90,2
5000,Other,Hyper equipped,Renovated,1050,Yes,4.0,250,3
900,Apartment,Installed,Good,1050,Yes,1.0,128,1
2600,Apartment,Hyper equipped,Good,1180,Yes,1.0,145,2
4450,Apartment,Hyper equipped,Renovated,,Yes,2.0,200,3
5400,Other,Hyper equipped,Renovated,1050,Yes,4.0,244,3
5400,Apartment,Hyper equipped,Renovated,1050,Yes,4.0,244,3
1500,Other,Installed,Good,1140,Yes,2.0,90,2
785,Apartment,Semi equipped,Good,1140,No,1.0,65,1
3500,Apartment,Hyper equipped,Renovated,1150,Yes,3.0,275,4
4300,Other,Not installed,Renovated,1050,Yes,2.0,200,3
4300,Other,Not installed,Renovated,1050,Yes,2.0,200,3
4300,Apartment,Not installed,Renovated,1050,Yes,2.0,200,3
4200,Other,Hyper equipped,Renovated,1050,Yes,3.0,150,3
2525,Other,Not installed,Good,1000,Yes,4.0,185,3
4200,Other,Hyper equipped,Renovated,1050,Yes,2.0,151,2
4100,Apartment,Not installed,Renovated,1050,Yes,0.0,170,1
4200,Other,Hyper equipped,Good,,Yes,2.0,200,2
1400,Apartment,Not installed,Good,1083,Yes,1.0,120,2
1300,Apartment,Semi equipped,Renovated,1140,Yes,2.0,85,3
670,Other,Installed,Renovated,1050,No,1.0,80,1
1850,Apartment,Hyper equipped,Good,,Yes,1.0,130,2
770,Apartment,Semi equipped,Renovated,1140,Yes,1.0,40,1
790,Apartment,Semi equipped,Renovated,1140,Yes,1.0,45,1
2900,Apartment,Installed,Good,1000,Yes,3.0,160,3
1400,Apartment,Not installed,Good,1000,Yes,1.0,90,2
2800,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,142,3
4700,Other,Hyper equipped,Renovated,1050,Yes,3.0,151,2
2650,Apartment,Hyper equipped,Good,1180,No,1.0,145,2
1665,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,95,2
1175,Apartment,Hyper equipped,Renovated,1081,Yes,1.0,85,1
1000,Apartment,Semi equipped,Good,1020,Yes,1.0,90,1
1290,Apartment,Installed,Renovated,1140,Yes,2.0,103,3
1760,Other,Installed,Good,1200,Yes,2.0,150,3
2850,Apartment,Not installed,Good,1050,Yes,2.0,170,2
1150,Apartment,Hyper equipped,Renovated,1020,Yes,1.0,85,2
2700,Apartment,Installed,Renovated,1000,Yes,3.0,200,3
944,Apartment,Semi equipped,Good,1120,Yes,1.0,128,1
3200,Other,Installed,Renovated,1000,Yes,2.0,220,4
3200,Other,Installed,Renovated,1000,Yes,2.0,220,3
6700,Apartment,Hyper equipped,Good,1180,Yes,3.0,265,3
2600,Apartment,Installed,Renovated,1050,Yes,3.0,200,3
2600,Apartment,Installed,Renovated,1050,Yes,3.0,145,2
2250,Apartment,Hyper equipped,Renovated,1050,No,1.0,110,2
2500,Apartment,Not installed,Good,1050,Yes,3.0,130,2
1625,Apartment,Installed,Good,1170,Yes,1.0,67,1
1810,Other,Hyper equipped,Good,1200,Yes,2.0,140,2
1700,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,128,2
2375,Apartment,Installed,Renovated,1050,Yes,2.0,122,3
4600,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,151,2
1200,Other,Hyper equipped,Renovated,1160,Yes,1.0,44,1
3500,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,210,2
3500,Apartment,Installed,Good,1050,Yes,2.0,210,3
3700,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,210,3
3700,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,210,3
3600,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,110,1
3600,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,110,1
1750,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,103,2
1575,Apartment,Hyper equipped,Good,1000,Yes,1.0,60,1
6800,Apartment,Hyper equipped,Renovated,1050,Yes,4.0,290,3
3600,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,200,3
1350,Apartment,Not installed,Renovated,1000,Yes,1.0,108,2
4200,Apartment,Hyper equipped,Good,1050,Yes,2.0,130,2
680,Other,Not installed,Good,,No,0.0,128,5
5500,Apartment,Installed,Renovated,1170,Yes,2.0,110,2
810,Other,Not installed,Good,1040,Yes,1.0,128,1
1980,Other,Hyper equipped,Good,1050,Yes,2.0,164,3
1368,Apartment,Hyper equipped,Good,1050,Yes,1.0,82,1
1850,Other,Installed,Renovated,1000,Yes,1.0,38,1
2245,Apartment,Installed,Renovated,1040,Yes,1.0,100,2
2400,Apartment,Installed,Renovated,1000,Yes,2.0,120,2
4400,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,150,2
749,Apartment,Not installed,Good,1050,Yes,1.0,45,1
2445,Apartment,Installed,Renovated,1040,Yes,1.0,120,2
1625,Other,Hyper equipped,Renovated,1160,Yes,1.0,80,2
1200,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,50,1
6900,Apartment,Hyper equipped,Renovated,1050,Yes,4.0,230,3
2500,Apartment,Installed,Renovated,1050,Yes,1.0,100,2
2000,Apartment,Installed,Renovated,1050,Yes,1.0,80,2
2750,Apartment,Installed,Renovated,1050,Yes,2.0,120,3
2450,Apartment,Installed,Renovated,1050,Yes,1.0,100,2
2475,Apartment,Installed,Renovated,1000,Yes,2.0,100,2
1950,Apartment,Installed,Renovated,1000,Yes,1.0,65,1
1850,Apartment,Installed,Renovated,1000,Yes,1.0,65,1
1950,Apartment,Installed,Renovated,1050,Yes,1.0,65,1
1399,Apartment,Installed,Renovated,1000,Yes,1.0,55,1
1799,Apartment,Installed,Renovated,1000,Yes,1.0,80,2
1450,Apartment,Installed,Renovated,1000,Yes,1.0,75,2
1919,Apartment,Installed,Renovated,1000,Yes,1.0,60,1
2149,Apartment,Installed,Renovated,1040,Yes,1.0,75,1
2500,Apartment,Installed,Renovated,1000,Yes,1.0,55,1
1575,Other,Installed,Renovated,1040,Yes,1.0,40,1
1850,Apartment,Installed,Renovated,1000,Yes,1.0,78,1
2950,Apartment,Installed,Renovated,1000,Yes,2.0,85,3
2000,Apartment,Installed,Renovated,1000,Yes,1.0,65,1
2500,Apartment,Installed,Renovated,1050,Yes,1.0,80,3
1650,Other,Installed,Renovated,1050,Yes,1.0,45,1
1750,Apartment,Installed,Renovated,1040,Yes,1.0,55,1
2500,Apartment,Installed,Renovated,1000,Yes,2.0,140,2
2149,Apartment,Installed,Renovated,1040,Yes,1.0,55,1
2445,Apartment,Installed,Renovated,1040,Yes,1.0,80,2
2489,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,57,1
2633,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,66,1
2646,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,67,1
4053,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,104,2
3648,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,104,2
2155,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,110,2
1200,Apartment,Hyper equipped,Good,,Yes,1.0,90,2
1200,Apartment,Hyper equipped,Good,,Yes,1.0,90,2
6200,Other,Hyper equipped,Renovated,1180,Yes,2.0,180,2
900,Apartment,Installed,Renovated,1050,Yes,1.0,50,1
